L,lambda,R_any_mean,R_x_mean,R_y_mean
100,0.861562,0.7405155,0.5559623,0.583054
100,0.861563,0.7393028,0.5546751,0.582361
100,0.861564,0.7395611,0.5550472,0.5820145
100,0.861565,0.7388234,0.5544093,0.5819198
100,0.861566,0.739823,0.5549791,0.5827504
100,0.861567,0.7377736,0.5531883,0.5807952
100,0.861568,0.7403404,0.5556829,0.5835929
100,0.861569,0.7388197,0.5539427,0.5816904
100,0.86157,0.7388119,0.5537789,0.5824958
100,0.861571,0.7385128,0.5531116,0.5815833
100,0.861572,0.7400194,0.5552122,0.583466
100,0.861573,0.7380691,0.5536015,0.5806748
100,0.861574,0.7395193,0.5544658,0.5827551
100,0.861575,0.7395683,0.5548289,0.5818388
100,0.861576,0.7395332,0.5546988,0.5817309
100,0.861577,0.7384071,0.5531748,0.5812333
100,0.861578,0.7375735,0.5536564,0.5806182
100,0.861579,0.7404348,0.554921,0.5841436
100,0.86158,0.7390112,0.5551913,0.5817671
100,0.861581,0.7403339,0.5555107,0.5831986
100,0.861582,0.7383032,0.5536603,0.5810469
100,0.861583,0.7399581,0.5554429,0.5831795
100,0.861584,0.738054,0.5536314,0.5815182
100,0.861585,0.7392126,0.5540434,0.5822326
100,0.861586,0.738588,0.5538003,0.5814747
100,0.861587,0.7392866,0.5544067,0.5821799
100,0.861588,0.7398548,0.5544848,0.5833603
100,0.861589,0.7391658,0.5543793,0.5828208
100,0.86159,0.7390574,0.5549214,0.5820857
100,0.861591,0.7388209,0.5541496,0.5811018
100,0.861592,0.7393792,0.5543509,0.5819966
100,0.861593,0.7404301,0.5558588,0.5826855
100,0.861594,0.7375717,0.5530843,0.5803724
100,0.861595,0.738679,0.5534973,0.581326
100,0.861596,0.7400711,0.555185,0.5830235
100,0.861597,0.7398573,0.5551318,0.5835316
100,0.861598,0.7403307,0.5554087,0.5833786
100,0.861599,0.7391404,0.5544715,0.5823397
100,0.8616,0.7394686,0.5547481,0.5823082
100,0.861601,0.7402605,0.555213,0.5831727
100,0.861602,0.7399677,0.5552893,0.5826218
100,0.861603,0.7390785,0.5537327,0.5821766
100,0.861604,0.7397478,0.5551613,0.5831221
100,0.861605,0.7392681,0.5547227,0.5818825
100,0.861606,0.7395174,0.5545911,0.5825594
100,0.861607,0.7413962,0.5568766,0.5846576
100,0.861608,0.7410746,0.5560869,0.5842169
100,0.861609,0.7405367,0.5564329,0.5831964
100,0.86161,0.7410852,0.5562253,0.5835897
100,0.861611,0.7406612,0.5561617,0.5842793
100,0.861612,0.7415238,0.557239,0.5844504
100,0.861613,0.7420904,0.557592,0.5853917
100,0.861614,0.742933,0.5584165,0.5857832
100,0.861615,0.741636,0.5568227,0.5849325
100,0.861616,0.7425773,0.558207,0.5853474
100,0.861617,0.7405827,0.5559412,0.583345
100,0.861618,0.7414693,0.5572877,0.5847454
100,0.861619,0.7404305,0.5562805,0.583216
100,0.86162,0.7408964,0.5562173,0.5840831
100,0.861621,0.7424029,0.5575068,0.585402
100,0.861622,0.7425585,0.5577026,0.5862366
100,0.861623,0.7430371,0.5586245,0.5854407
100,0.861624,0.7430749,0.5589424,0.5860081
100,0.861625,0.7435125,0.5583095,0.5867274
100,0.861626,0.7419512,0.5570596,0.5852159
100,0.861627,0.7429555,0.5585003,0.5862748
100,0.861628,0.743475,0.5592648,0.5861562
100,0.861629,0.7428188,0.5587831,0.585541
100,0.86163,0.7428708,0.5582442,0.5866798
100,0.861631,0.7436679,0.5588541,0.5869386
100,0.861632,0.7445639,0.5598425,0.5879439
100,0.861633,0.7431034,0.5588147,0.5866189
100,0.861634,0.7443159,0.5594978,0.5880375
100,0.861635,0.7417016,0.556956,0.585136
100,0.861636,0.7433617,0.5587163,0.5863965
100,0.861637,0.7430661,0.5584517,0.5862308
100,0.861638,0.7442843,0.5592132,0.5875848
100,0.861639,0.7447851,0.5604833,0.5876547
100,0.86164,0.7434824,0.5598751,0.5862705
100,0.861641,0.7448567,0.5602971,0.588932
100,0.861642,0.7443109,0.5595765,0.5873956
100,0.861643,0.7438235,0.5593363,0.5877073
100,0.861644,0.7437759,0.5592131,0.5866308
100,0.861645,0.744022,0.5595871,0.5872143
100,0.861646,0.7444707,0.5598125,0.5874898
100,0.861647,0.7449582,0.5603041,0.588575
100,0.861648,0.7446732,0.560797,0.58758
100,0.861649,0.7441116,0.5586301,0.587575
100,0.86165,0.7445025,0.5604344,0.5884408
100,0.861651,0.7447175,0.5602658,0.5879553
100,0.861652,0.7444632,0.5594753,0.5876291
100,0.861653,0.7446716,0.560351,0.5875758
100,0.861654,0.7436145,0.5590605,0.5872242
100,0.861655,0.7439783,0.5590859,0.5877232
100,0.861656,0.7456502,0.56132,0.5884156
100,0.861657,0.7431481,0.5592268,0.5862403
100,0.861658,0.7450949,0.5604343,0.5889663
100,0.861659,0.7444906,0.5605128,0.5873072
100,0.86166,0.7454024,0.5606326,0.5886286
100,0.861661,0.744396,0.5600726,0.5878911
100,0.861662,0.7456057,0.5613787,0.5886967
100,0.861663,0.7459276,0.5620616,0.5896435
100,0.861664,0.7441333,0.5604053,0.5872799
100,0.861665,0.7454088,0.5614903,0.5882107
100,0.861666,0.7454759,0.560705,0.588887
100,0.861667,0.7443947,0.5590616,0.5878233
100,0.861668,0.7440227,0.5595302,0.5868836
100,0.861669,0.742972,0.5586732,0.5865941
100,0.86167,0.7458846,0.5611442,0.589676
100,0.861671,0.7455276,0.5616197,0.5888654
100,0.861672,0.7449622,0.5605024,0.589241
100,0.861673,0.7455689,0.560744,0.5888785
100,0.861674,0.7445499,0.5602618,0.5878761
100,0.861675,0.7452194,0.560478,0.5889716
100,0.861676,0.7438837,0.5595439,0.5871993
100,0.861677,0.7455586,0.561535,0.5884966
100,0.861678,0.7451353,0.5607766,0.5875916
100,0.861679,0.7457242,0.5610851,0.5887554
100,0.86168,0.7435281,0.5595155,0.5867602
100,0.861681,0.7455456,0.5606062,0.5887344
100,0.861682,0.7448694,0.5606278,0.5881029
100,0.861683,0.7453936,0.5602515,0.5889561
100,0.861684,0.7449425,0.5605427,0.5886029
100,0.861685,0.7448428,0.5608556,0.5887537
100,0.861686,0.7442265,0.5595136,0.5876251
100,0.861687,0.7435422,0.5591557,0.5869708
100,0.861688,0.743665,0.5594158,0.5867436
100,0.861689,0.7444858,0.5599566,0.587624
100,0.86169,0.7440528,0.5590093,0.5871695
100,0.861691,0.7458748,0.5616094,0.5892191
100,0.861692,0.7430638,0.558688,0.5859304
100,0.861693,0.7439974,0.5592874,0.587748
100,0.861694,0.7451799,0.5602955,0.5890039
100,0.861695,0.7469437,0.5628309,0.5908917
100,0.861696,0.7450619,0.5601797,0.5891319
100,0.861697,0.7457803,0.5614713,0.589041
100,0.861698,0.7463472,0.5617664,0.5897807
100,0.861699,0.7454777,0.5614151,0.5889241
100,0.8617,0.7448113,0.5598949,0.5887187
100,0.861701,0.7455372,0.5605732,0.5888288
100,0.861702,0.7471589,0.5623709,0.5907736
100,0.861703,0.7473382,0.563251,0.5909144
100,0.861704,0.7475126,0.5635747,0.5911902
100,0.861705,0.7465364,0.562099,0.5898116
100,0.861706,0.746923,0.5627634,0.5906112
100,0.861707,0.7471949,0.5631823,0.5905405
100,0.861708,0.7485318,0.5640886,0.5926177
100,0.861709,0.7475348,0.5634966,0.5910197
100,0.86171,0.7477323,0.5639764,0.5913178
100,0.861711,0.7489026,0.5643156,0.5923638
100,0.861712,0.748194,0.5641362,0.5919413
100,0.861713,0.7480038,0.5634512,0.5919258
100,0.861714,0.7492501,0.5654522,0.5933407
100,0.861715,0.7475108,0.5635023,0.5906755
100,0.861716,0.7482516,0.5630342,0.5925664
100,0.861717,0.7503822,0.5664249,0.5941776
100,0.861718,0.7493654,0.5652914,0.5933713
100,0.861719,0.7501269,0.5657382,0.5937304
100,0.86172,0.7499905,0.5647341,0.5943737
100,0.861721,0.7512586,0.5667101,0.5949224
100,0.861722,0.7511761,0.5668323,0.5949715
100,0.861723,0.750392,0.5665016,0.5944069
100,0.861724,0.7516573,0.5680629,0.5949286
100,0.861725,0.752439,0.5683616,0.5964111
100,0.861726,0.7519253,0.5672897,0.5960883
100,0.861727,0.7515675,0.5670325,0.5960574
100,0.861728,0.7513384,0.5668176,0.5950396
100,0.861729,0.7522445,0.567507,0.5968785
100,0.86173,0.7530925,0.5688297,0.5968253
100,0.861731,0.7512947,0.5672764,0.5952069
100,0.861732,0.7517186,0.5681482,0.595867
100,0.861733,0.7524905,0.5674157,0.5972312
100,0.861734,0.7529604,0.5693301,0.5977073
100,0.861735,0.7532323,0.56932,0.5970682
100,0.861736,0.7538506,0.5699246,0.5984238
100,0.861737,0.7546585,0.5711667,0.5984498
100,0.861738,0.755049,0.5710334,0.59954
100,0.861739,0.7547249,0.5706195,0.5991509
100,0.86174,0.7539072,0.5697216,0.5985842
100,0.861741,0.7545724,0.5704573,0.5993384
100,0.861742,0.754985,0.5714357,0.599525
100,0.861743,0.7552531,0.5710758,0.5992921
100,0.861744,0.7549581,0.5709328,0.5994843
100,0.861745,0.7540519,0.5695616,0.5988656
100,0.861746,0.7542044,0.5703994,0.5987578
100,0.861747,0.7567242,0.5729921,0.6003787
100,0.861748,0.7554157,0.571294,0.5995446
100,0.861749,0.7555301,0.571046,0.6002151
100,0.86175,0.7543952,0.5707348,0.5984176
100,0.861751,0.7552401,0.5716639,0.5995794
100,0.861752,0.7569174,0.5730706,0.6015722
100,0.861753,0.7565531,0.5731405,0.6004274
100,0.861754,0.7556623,0.57218,0.5996626
100,0.861755,0.7559167,0.5718676,0.6001022
100,0.861756,0.7571853,0.573376,0.6015791
100,0.861757,0.7551392,0.5716188,0.599208
100,0.861758,0.7549542,0.5720069,0.5995386
100,0.861759,0.7561427,0.5728965,0.6007561
100,0.86176,0.7561942,0.5722806,0.6010191
100,0.861761,0.756028,0.5721378,0.6000876
100,0.861762,0.7569796,0.5733039,0.6015074
100,0.861763,0.7578901,0.5740956,0.6024076
100,0.861764,0.7553938,0.5711131,0.6003438
100,0.861765,0.7571806,0.5735466,0.6020585
100,0.861766,0.7565885,0.5733772,0.6008428
100,0.861767,0.7576807,0.5736397,0.602227
100,0.861768,0.7575542,0.5739585,0.6018593
100,0.861769,0.7566786,0.5726032,0.6013193
100,0.86177,0.756738,0.5734339,0.6011271
100,0.861771,0.7573727,0.5734464,0.6018994
100,0.861772,0.7565847,0.5728236,0.6007185
100,0.861773,0.7564121,0.5722988,0.601463
100,0.861774,0.7564926,0.5727788,0.6012049
100,0.861775,0.7559239,0.5721444,0.6004759
100,0.861776,0.7566449,0.5727827,0.6010671
100,0.861777,0.7574551,0.5739148,0.6020474
100,0.861778,0.7562635,0.5721972,0.6013827
100,0.861779,0.7573045,0.5735577,0.6018886
100,0.86178,0.7580006,0.5748004,0.6025222
100,0.861781,0.7571981,0.5727197,0.601483
100,0.861782,0.7580382,0.573974,0.6033829
100,0.861783,0.7578159,0.5740636,0.6024677
100,0.861784,0.7577618,0.5741571,0.6019733
100,0.861785,0.7584011,0.5750308,0.6031055
100,0.861786,0.7566149,0.5731814,0.6015938
100,0.861787,0.7569268,0.5731104,0.6012954
100,0.861788,0.7567664,0.5732972,0.6015095
100,0.861789,0.7573752,0.5740276,0.6019342
100,0.86179,0.7577098,0.5741615,0.6023368
100,0.861791,0.7577897,0.5745673,0.6022891
100,0.861792,0.7583555,0.5746122,0.603043
100,0.861793,0.756521,0.5733911,0.6010016
100,0.861794,0.7588155,0.5750655,0.6039496
100,0.861795,0.7568069,0.5723473,0.6012032
100,0.861796,0.7594918,0.5754715,0.6046827
100,0.861797,0.7589089,0.5749045,0.6036962
100,0.861798,0.7575331,0.5732889,0.6018505
100,0.861799,0.7589906,0.5758932,0.6037532
100,0.8618,0.7593743,0.5757838,0.6043562
100,0.861801,0.7612503,0.5771042,0.6060386
100,0.861802,0.760515,0.5765151,0.6061098
100,0.861803,0.7607355,0.5771886,0.6057431
100,0.861804,0.7606457,0.5773266,0.6053376
100,0.861805,0.7610529,0.5775344,0.6060422
100,0.861806,0.760625,0.5773667,0.6046679
100,0.861807,0.7614614,0.5780298,0.606146
100,0.861808,0.7616532,0.578541,0.6067718
100,0.861809,0.7610168,0.5781968,0.605946
100,0.86181,0.7622524,0.5795793,0.6072943
100,0.861811,0.7625624,0.5790941,0.6074371
100,0.861812,0.7625068,0.5796602,0.6072702
100,0.861813,0.762038,0.5787232,0.6074775
100,0.861814,0.7643062,0.5808428,0.609978
100,0.861815,0.7622373,0.5798473,0.6070194
100,0.861816,0.7645934,0.5819591,0.6099792
100,0.861817,0.7643014,0.5814303,0.6101149
100,0.861818,0.7660846,0.5824978,0.6116673
100,0.861819,0.7669046,0.5837658,0.6124532
100,0.86182,0.7671859,0.5846385,0.6123427
100,0.861821,0.7676138,0.5839439,0.6128331
100,0.861822,0.7666569,0.583595,0.6127405
100,0.861823,0.7660576,0.5828717,0.6117959
100,0.861824,0.7680938,0.5844274,0.6140408
100,0.861825,0.7672803,0.5847975,0.6130434
100,0.861826,0.7685476,0.5856256,0.6143595
100,0.861827,0.767335,0.5834722,0.6133941
100,0.861828,0.7669018,0.5840551,0.6125206
100,0.861829,0.7676588,0.5842841,0.6134363
100,0.86183,0.7694486,0.5865457,0.6153938
100,0.861831,0.7690531,0.5865281,0.6150673
100,0.861832,0.771002,0.5883854,0.6171295
100,0.861833,0.7717234,0.5885506,0.61855
100,0.861834,0.7720031,0.5902956,0.6182945
100,0.861835,0.7724627,0.5896768,0.6193934
100,0.861836,0.7732254,0.590857,0.6193265
100,0.861837,0.7720643,0.5900234,0.6181095
100,0.861838,0.7734507,0.5911587,0.6201034
100,0.861839,0.7730294,0.5905717,0.6197048
100,0.86184,0.7719081,0.5892715,0.6184728
100,0.861841,0.7714919,0.5889258,0.6181893
100,0.861842,0.7737453,0.5918608,0.6199814
100,0.861843,0.7735917,0.5913541,0.6197095
100,0.861844,0.7733914,0.5914196,0.6194662
100,0.861845,0.77483,0.5918373,0.6214999
100,0.861846,0.7750789,0.5922301,0.6211155
100,0.861847,0.7762694,0.5941751,0.6232595
100,0.861848,0.7753319,0.5928065,0.6220847
100,0.861849,0.7764789,0.5945289,0.6235702
100,0.86185,0.7756767,0.5939155,0.6231709
100,0.861851,0.7765891,0.5954277,0.622942
100,0.861852,0.7757339,0.5934552,0.6227205
100,0.861853,0.7766712,0.5946472,0.6236916
100,0.861854,0.7766859,0.5940386,0.6235139
100,0.861855,0.7763507,0.5947095,0.6234103
100,0.861856,0.7772765,0.5949375,0.6239097
100,0.861857,0.7771068,0.595269,0.6241284
100,0.861858,0.7777784,0.5964256,0.6243893
100,0.861859,0.7772614,0.5944494,0.6249464
100,0.86186,0.777983,0.5960484,0.6248996
100,0.861861,0.7773862,0.5955735,0.6244977
100,0.861862,0.7790014,0.5975405,0.6254773
100,0.861863,0.7783222,0.5962771,0.6250663
100,0.861864,0.7774217,0.595985,0.6239832
100,0.861865,0.7770921,0.59505,0.6242108
100,0.861866,0.7769363,0.5955392,0.6240801
100,0.861867,0.7795474,0.5974095,0.6266701
100,0.861868,0.7773968,0.595613,0.624019
100,0.861869,0.7777888,0.5959099,0.6247498
100,0.86187,0.7781079,0.5960278,0.6255566
100,0.861871,0.7779216,0.5961703,0.6253029
100,0.861872,0.7778312,0.5962037,0.6248989
100,0.861873,0.7787383,0.5962915,0.6266338
100,0.861874,0.7792193,0.5975863,0.626477
100,0.861875,0.7780426,0.5959743,0.6250155
100,0.861876,0.7782963,0.5967198,0.6249105
100,0.861877,0.7785849,0.5976488,0.6250838
100,0.861878,0.7778346,0.5956897,0.6248994
100,0.861879,0.778813,0.5971635,0.6254706
100,0.86188,0.778132,0.5958685,0.625585
100,0.861881,0.7791675,0.5970321,0.6264885
100,0.861882,0.7787855,0.5969995,0.6261355
100,0.861883,0.7780116,0.5963531,0.6253064
100,0.861884,0.7793386,0.5965143,0.6272445
100,0.861885,0.7787292,0.5968912,0.6254114
100,0.861886,0.778873,0.5973328,0.6260046
100,0.861887,0.778064,0.5962293,0.6251963
100,0.861888,0.7782858,0.5961607,0.6253533
100,0.861889,0.7788828,0.5971666,0.6265785
100,0.86189,0.778327,0.5969972,0.6253814
100,0.861891,0.7785478,0.5963005,0.6257211
100,0.861892,0.7778221,0.5954768,0.6251148
100,0.861893,0.7784972,0.5961461,0.6263726
100,0.861894,0.7788031,0.5971355,0.6265312
100,0.861895,0.7794649,0.5975866,0.6269308
100,0.861896,0.7785224,0.5960523,0.6259325
100,0.861897,0.77757,0.5955684,0.6244414
100,0.861898,0.7777823,0.596394,0.6249004
100,0.861899,0.7790193,0.5971159,0.6266555
100,0.8619,0.7783394,0.5967739,0.6255476
100,0.861901,0.7799955,0.5979108,0.6273786
100,0.861902,0.7803682,0.598282,0.627424
100,0.861903,0.7795408,0.597407,0.626906
100,0.861904,0.7799548,0.5979386,0.6273972
100,0.861905,0.7795998,0.5985018,0.6271313
100,0.861906,0.7797009,0.5976746,0.6276432
100,0.861907,0.7802713,0.5984475,0.6278622
100,0.861908,0.778383,0.5965255,0.6257485
100,0.861909,0.7795587,0.5973497,0.6271664
100,0.86191,0.7804832,0.5983431,0.6282185
100,0.861911,0.7775092,0.5950244,0.6248839
100,0.861912,0.7782641,0.5960762,0.6255423
100,0.861913,0.7784581,0.5966561,0.6260662
100,0.861914,0.7778429,0.5961201,0.6243913
100,0.861915,0.7795518,0.5975871,0.6269773
100,0.861916,0.7802098,0.5988037,0.628161
100,0.861917,0.7798636,0.5989411,0.6272416
100,0.861918,0.7813027,0.5994895,0.6290746
100,0.861919,0.7809987,0.5993482,0.6286091
100,0.86192,0.7819949,0.6004985,0.6295938
100,0.861921,0.7813239,0.5996744,0.6285111
100,0.861922,0.779537,0.5977775,0.6266053
100,0.861923,0.7785586,0.5972708,0.6251606
100,0.861924,0.7771907,0.5947016,0.6246037
100,0.861925,0.7764358,0.5941942,0.6229696
100,0.861926,0.7771147,0.5948659,0.623763
100,0.861927,0.7772089,0.5954381,0.6244148
100,0.861928,0.7787374,0.5968831,0.6257951
100,0.861929,0.7788949,0.5971163,0.6263615
100,0.86193,0.7810914,0.5989976,0.6280789
100,0.861931,0.7795588,0.5978562,0.6268648
100,0.861932,0.7809515,0.5994977,0.6279157
100,0.861933,0.7811881,0.5999013,0.6287833
100,0.861934,0.781298,0.5992721,0.6291633
100,0.861935,0.7817902,0.6003993,0.6291605
100,0.861936,0.781476,0.6001709,0.6292299
100,0.861937,0.783181,0.6025208,0.6304035
100,0.861938,0.7846121,0.6033964,0.6328165
100,0.861939,0.7848468,0.603647,0.6330047
100,0.86194,0.7845768,0.603056,0.6326845
100,0.861941,0.7900532,0.6100474,0.6387491
100,0.861942,0.7901533,0.6100305,0.6390443
100,0.861943,0.7891766,0.6085014,0.6379667
100,0.861944,0.7895766,0.6094255,0.6378892
100,0.861945,0.7895323,0.6091101,0.6381477
100,0.861946,0.7896816,0.6090796,0.6389551
100,0.861947,0.7911145,0.6100509,0.6401748
100,0.861948,0.7911636,0.610856,0.6401677
100,0.861949,0.7904527,0.6102754,0.6395411
100,0.86195,0.7909004,0.6104654,0.6394876
100,0.861951,0.7911603,0.6106956,0.6402868
100,0.861952,0.7924362,0.6120286,0.641164
100,0.861953,0.7912138,0.6099291,0.6408211
100,0.861954,0.7895481,0.6094815,0.6382447
100,0.861955,0.7916161,0.6110741,0.6407897
100,0.861956,0.7933692,0.6132254,0.6428251
100,0.861957,0.792476,0.6120479,0.6423869
100,0.861958,0.794029,0.6140728,0.6435503
100,0.861959,0.7939181,0.6136076,0.6438253
100,0.86196,0.7941685,0.6149125,0.6431318
100,0.861961,0.7932251,0.6133155,0.6428232
100,0.861962,0.7943721,0.6142027,0.6431049
100,0.861963,0.7953613,0.6156456,0.644809
100,0.861964,0.7937821,0.613878,0.6433315
100,0.861965,0.7930811,0.6124544,0.6423432
100,0.861966,0.7941396,0.6146143,0.6442826
100,0.861967,0.7946286,0.6149211,0.644217
100,0.861968,0.7932651,0.6135719,0.6424125
100,0.861969,0.793568,0.6138586,0.6431568
100,0.86197,0.7949382,0.6150031,0.644448
100,0.861971,0.7958085,0.6156422,0.6455871
100,0.861972,0.7941895,0.6140519,0.6436928
100,0.861973,0.7922751,0.6122947,0.6413591
100,0.861974,0.79371,0.614055,0.6435883
100,0.861975,0.7947249,0.6151982,0.6443203
100,0.861976,0.7942719,0.6143379,0.6432203
100,0.861977,0.7943681,0.6146055,0.643655
100,0.861978,0.7937221,0.6138635,0.6432727
100,0.861979,0.7940761,0.6138856,0.6438288
100,0.86198,0.794075,0.6136696,0.6444139
100,0.861981,0.7932055,0.6139449,0.6425631
100,0.861982,0.793386,0.6135379,0.6433678
100,0.861983,0.7944171,0.6143821,0.6442185
100,0.861984,0.7946978,0.6145097,0.6444944
100,0.861985,0.7937664,0.614254,0.6431359
100,0.861986,0.7943869,0.6141307,0.6440212
100,0.861987,0.7940744,0.6140528,0.6432914
100,0.861988,0.7941244,0.61361,0.6437018
100,0.861989,0.7952308,0.6154388,0.6450544
100,0.86199,0.7950488,0.6155659,0.6447994
100,0.861991,0.7938823,0.6144705,0.6428437
100,0.861992,0.7962116,0.6162765,0.6463829
100,0.861993,0.7942415,0.6144446,0.6435051
100,0.861994,0.7943589,0.614702,0.644015
100,0.861995,0.7949047,0.6150309,0.6440841
100,0.861996,0.7944381,0.6150772,0.6436871
100,0.861997,0.795107,0.6153298,0.6446074
100,0.861998,0.7940109,0.6143479,0.6435936
100,0.861999,0.7948021,0.6150623,0.644275
100,0.862,0.7958164,0.6164118,0.6450091
200,0.861,0.5380808,0.3671951,0.3847226
200,0.861001,0.5367873,0.3662771,0.3833521
200,0.861002,0.5362343,0.3658776,0.3828186
200,0.861003,0.5371352,0.3667541,0.383412
200,0.861004,0.5382162,0.3673278,0.3844714
200,0.861005,0.539338,0.3687936,0.3853735
200,0.861006,0.5394091,0.3686586,0.3854029
200,0.861007,0.5435668,0.3725976,0.3888296
200,0.861008,0.5417995,0.3708778,0.3875162
200,0.861009,0.5463681,0.3744181,0.3913859
200,0.86101,0.546405,0.374709,0.391583
200,0.861011,0.5486557,0.3770089,0.3931155
200,0.861012,0.549688,0.3765677,0.3947364
200,0.861013,0.5493777,0.3771758,0.3941977
200,0.861014,0.5500011,0.3774108,0.3947741
200,0.861015,0.5508766,0.3776428,0.3955588
200,0.861016,0.5518538,0.3795093,0.3959986
200,0.861017,0.5517697,0.3789894,0.3962256
200,0.861018,0.5524416,0.3794937,0.397258
200,0.861019,0.5520579,0.3792347,0.396486
200,0.86102,0.5517813,0.37842,0.3967477
200,0.861021,0.5536869,0.3809014,0.3980434
200,0.861022,0.553667,0.3806108,0.3977801
200,0.861023,0.5552969,0.3823039,0.3989904
200,0.861024,0.5557056,0.3827136,0.3997836
200,0.861025,0.5580663,0.3837132,0.4021448
200,0.861026,0.559612,0.3855218,0.4036786
200,0.861027,0.5597866,0.3854788,0.4037588
200,0.861028,0.5590388,0.3849781,0.4025883
200,0.861029,0.5596722,0.3858404,0.4033683
200,0.86103,0.5606723,0.3865662,0.4044023
200,0.861031,0.5613158,0.387133,0.4050333
200,0.861032,0.5610697,0.3873679,0.4043139
200,0.861033,0.5611395,0.3867323,0.4046251
200,0.861034,0.5607663,0.3866201,0.4042176
200,0.861035,0.5601556,0.3864709,0.4039252
200,0.861036,0.5614454,0.3872973,0.4042604
200,0.861037,0.5619634,0.3874537,0.4055647
200,0.861038,0.5621114,0.3879832,0.4054273
200,0.861039,0.5648329,0.3901143,0.4077543
200,0.86104,0.5643562,0.3897184,0.4072123
200,0.861041,0.5652169,0.3907746,0.4082542
200,0.861042,0.5644437,0.3901966,0.4072889
200,0.861043,0.5660227,0.391439,0.408745
200,0.861044,0.5650215,0.3903855,0.4081349
200,0.861045,0.565975,0.3916999,0.4082306
200,0.861046,0.5655082,0.3907643,0.4083969
200,0.861047,0.5634939,0.3891896,0.406441
200,0.861048,0.5649881,0.3900502,0.4079209
200,0.861049,0.5660367,0.3913696,0.4085839
200,0.86105,0.5668309,0.3919828,0.4095705
200,0.861051,0.5655131,0.3911399,0.4081305
200,0.861052,0.566003,0.3915631,0.4088116
200,0.861053,0.566918,0.3920896,0.4094976
200,0.861054,0.5660048,0.3913144,0.4084731
200,0.861055,0.5670381,0.3918774,0.4099026
200,0.861056,0.5666957,0.3912784,0.4096398
200,0.861057,0.5674328,0.3921494,0.4105341
200,0.861058,0.5674651,0.3922744,0.4101218
200,0.861059,0.5677232,0.3925739,0.410678
200,0.86106,0.5669306,0.392042,0.4098193
200,0.861061,0.5674032,0.3927934,0.4099883
200,0.861062,0.5664446,0.391899,0.4088909
200,0.861063,0.5670037,0.3920441,0.4093054
200,0.861064,0.5675911,0.3924429,0.4105499
200,0.861065,0.5677659,0.3929314,0.4104061
200,0.861066,0.5655615,0.3909065,0.40836
200,0.861067,0.567389,0.3919791,0.4103578
200,0.861068,0.5688396,0.3937026,0.4111824
200,0.861069,0.5681765,0.3933224,0.4104939
200,0.86107,0.5683573,0.3934233,0.41059
200,0.861071,0.5674294,0.3925568,0.4100007
200,0.861072,0.5684607,0.3931474,0.4110679
200,0.861073,0.5679,0.3927163,0.4105165
200,0.861074,0.5687937,0.3933472,0.4113059
200,0.861075,0.5685764,0.3936754,0.4107042
200,0.861076,0.5679138,0.3927035,0.410509
200,0.861077,0.5681939,0.3937712,0.410529
200,0.861078,0.5698611,0.3944328,0.4121586
200,0.861079,0.5698524,0.3946016,0.4120748
200,0.86108,0.5700783,0.3946195,0.4128988
200,0.861081,0.5698657,0.3946892,0.4121897
200,0.861082,0.5706501,0.3946927,0.4128271
200,0.861083,0.5724441,0.3970052,0.4141557
200,0.861084,0.572139,0.395905,0.4146778
200,0.861085,0.5724815,0.3967859,0.4142333
200,0.861086,0.5714156,0.3963713,0.4132783
200,0.861087,0.5714978,0.3963021,0.4137565
200,0.861088,0.5719965,0.3963489,0.4143158
200,0.861089,0.5724671,0.3965118,0.4148846
200,0.86109,0.5725499,0.3968349,0.4148268
200,0.861091,0.5717646,0.396983,0.4135798
200,0.861092,0.5746382,0.3983996,0.4165184
200,0.861093,0.5770497,0.400757,0.4191271
200,0.861094,0.5774175,0.4013562,0.4189172
200,0.861095,0.5789957,0.4026067,0.4209139
200,0.861096,0.5813454,0.4050665,0.4221006
200,0.861097,0.5817159,0.4042474,0.4230607
200,0.861098,0.5843315,0.4068922,0.4250151
200,0.861099,0.5833481,0.4068433,0.4238413
200,0.8611,0.5834782,0.4061802,0.4245121
200,0.861101,0.5835287,0.406295,0.4247645
200,0.861102,0.5839683,0.4073776,0.4245269
200,0.861103,0.5840548,0.4074382,0.4247589
200,0.861104,0.5849945,0.4074909,0.4262903
200,0.861105,0.5865068,0.4091412,0.4270205
200,0.861106,0.5860786,0.4089982,0.426977
200,0.861107,0.5897286,0.4119633,0.4298742
200,0.861108,0.5904535,0.4124928,0.4307132
200,0.861109,0.5938792,0.4159028,0.4338569
200,0.86111,0.5954905,0.4170322,0.4356188
200,0.861111,0.5995141,0.4204619,0.4392804
200,0.861112,0.5991766,0.4205433,0.4386143
200,0.861113,0.6007241,0.4215701,0.4399804
200,0.861114,0.6011089,0.4221623,0.4401841
200,0.861115,0.6023332,0.4229572,0.4416981
200,0.861116,0.6019345,0.4224701,0.4414956
200,0.861117,0.6040989,0.4249796,0.4431064
200,0.861118,0.6027113,0.4232166,0.4422228
200,0.861119,0.603423,0.424269,0.4425521
200,0.86112,0.6040759,0.4251784,0.4430207
200,0.861121,0.6061894,0.4267453,0.4444762
200,0.861122,0.6053251,0.4259015,0.4441039
200,0.861123,0.6085736,0.4290452,0.4472099
200,0.861124,0.610296,0.4300673,0.4487844
200,0.861125,0.6125237,0.4328325,0.4508917
