L,lambda,R_any_mean,R_x_mean,R_y_mean
200,0.861126,0.6150308,0.4348283,0.4532457
200,0.861127,0.6162258,0.4358813,0.4539237
200,0.861128,0.6179246,0.4370821,0.45543
200,0.861129,0.6183417,0.4366292,0.4564251
200,0.86113,0.6174023,0.4370287,0.4551936
200,0.861131,0.6179238,0.4378604,0.4556475
200,0.861132,0.6196476,0.4386659,0.4570861
200,0.861133,0.6173104,0.4369975,0.4553077
200,0.861134,0.6194591,0.4382347,0.4574796
200,0.861135,0.6177617,0.4370277,0.4554744
200,0.861136,0.6179876,0.4370113,0.455718
200,0.861137,0.6200488,0.4384649,0.4580201
200,0.861138,0.6211088,0.4400437,0.4588748
200,0.861139,0.6213407,0.4404471,0.4588988
200,0.86114,0.6226231,0.4412896,0.4606075
200,0.861141,0.6233077,0.4425165,0.4608374
200,0.861142,0.6241955,0.4424658,0.4619613
200,0.861143,0.6261261,0.444822,0.4634135
200,0.861144,0.6257582,0.444205,0.4634506
200,0.861145,0.6257323,0.4440739,0.4634873
200,0.861146,0.625258,0.4436005,0.4633632
200,0.861147,0.6260146,0.4448301,0.4633754
200,0.861148,0.6246275,0.442667,0.46235
200,0.861149,0.6265111,0.4446358,0.4641882
200,0.86115,0.6256816,0.4440692,0.4632716
200,0.861151,0.6266039,0.4452634,0.4638218
200,0.861152,0.6264555,0.4448536,0.4635598
200,0.861153,0.6259039,0.444744,0.4630417
200,0.861154,0.6268103,0.4451373,0.4644191
200,0.861155,0.6271993,0.4456597,0.4646702
200,0.861156,0.6275976,0.4457632,0.4645629
200,0.861157,0.6280357,0.4466874,0.4656969
200,0.861158,0.628075,0.4464982,0.4652155
200,0.861159,0.6287556,0.4464742,0.4658289
200,0.86116,0.6287669,0.446628,0.4660842
200,0.861161,0.6281271,0.4460096,0.4654037
200,0.861162,0.6293416,0.4466792,0.4673631
200,0.861163,0.6282678,0.4467029,0.4655255
200,0.861164,0.6277969,0.4460021,0.4651874
200,0.861165,0.6279002,0.4464308,0.4653979
200,0.861166,0.6281419,0.4465844,0.4654589
200,0.861167,0.6280104,0.4463564,0.4656145
200,0.861168,0.6286522,0.4468503,0.4661694
200,0.861169,0.6288776,0.4473587,0.4660831
200,0.86117,0.6291177,0.4474303,0.4664439
200,0.861171,0.6279394,0.4461264,0.4657972
200,0.861172,0.6297235,0.4475895,0.4672933
200,0.861173,0.6283671,0.4472555,0.4652501
200,0.861174,0.6295269,0.4476371,0.466472
200,0.861175,0.6296327,0.4475307,0.4670571
200,0.861176,0.6282071,0.4467004,0.4655415
200,0.861177,0.6288135,0.4475867,0.4657232
200,0.861178,0.6296067,0.4476854,0.4669353
200,0.861179,0.6295067,0.4475316,0.4671676
200,0.86118,0.6295911,0.4479231,0.4666019
200,0.861181,0.6297628,0.4480014,0.4670437
200,0.861182,0.6298053,0.4482114,0.4665035
200,0.861183,0.630104,0.4481579,0.4673176
200,0.861184,0.6302006,0.4481167,0.4673364
200,0.861185,0.6312348,0.44899,0.4686983
200,0.861186,0.6310023,0.4493461,0.4680909
200,0.861187,0.6303667,0.4489302,0.4674012
200,0.861188,0.6320231,0.4501483,0.4686406
200,0.861189,0.6320366,0.4501851,0.4689574
200,0.86119,0.6322127,0.4501761,0.4692643
200,0.861191,0.6318469,0.4504765,0.4686836
200,0.861192,0.6317798,0.4501054,0.4687351
200,0.861193,0.6328352,0.4508705,0.4696324
200,0.861194,0.6335439,0.4516067,0.4702237
200,0.861195,0.6329522,0.4506724,0.4704842
200,0.861196,0.6342151,0.4527474,0.4710732
200,0.861197,0.6361413,0.453884,0.4734357
200,0.861198,0.6375477,0.4551422,0.4743275
200,0.861199,0.6377401,0.4553564,0.4740409
200,0.8612,0.637653,0.4551157,0.4744965
200,0.861201,0.6353416,0.4529074,0.4724119
200,0.861202,0.6381487,0.4552171,0.4749988
200,0.861203,0.636947,0.4550229,0.4738491
200,0.861204,0.6375716,0.454904,0.4741995
200,0.861205,0.6232047,0.4422156,0.4604222
200,0.861206,0.6254921,0.4436327,0.4631154
200,0.861207,0.620966,0.4401118,0.4584492
200,0.861208,0.6212317,0.4400212,0.4585944
200,0.861209,0.6230835,0.4418404,0.4608532
200,0.86121,0.6233248,0.4422006,0.460675
200,0.861211,0.6270747,0.445302,0.4643681
200,0.861212,0.628324,0.4466259,0.4656227
200,0.861213,0.6296656,0.4481573,0.4669246
200,0.861214,0.6287351,0.4473654,0.4661036
200,0.861215,0.6296681,0.4478648,0.4669957
200,0.861216,0.631204,0.4494763,0.4680587
200,0.861217,0.6298728,0.4481962,0.4672775
200,0.861218,0.6307483,0.4496728,0.467956
200,0.861219,0.6269789,0.4452669,0.4645172
200,0.86122,0.628534,0.4469556,0.4657377
200,0.861221,0.6268021,0.4455227,0.4641636
200,0.861222,0.6278417,0.4458379,0.4653734
200,0.861223,0.6292377,0.4473793,0.4665102
200,0.861224,0.6312499,0.4494926,0.4682744
200,0.861225,0.6368603,0.4545862,0.473405
200,0.861226,0.6385683,0.4561327,0.4754378
200,0.861227,0.6414456,0.4593046,0.4777881
200,0.861228,0.6418853,0.4598168,0.4781632
200,0.861229,0.6446754,0.4623426,0.4804643
200,0.86123,0.6435319,0.4610286,0.4800607
200,0.861231,0.6435869,0.4615417,0.4804627
200,0.861232,0.6445835,0.4616566,0.4809347
200,0.861233,0.6445434,0.461557,0.4811239
200,0.861234,0.6452521,0.4624649,0.4816959
200,0.861235,0.6460268,0.4631744,0.4821294
200,0.861236,0.6469025,0.4638352,0.48319
200,0.861237,0.6473001,0.4641009,0.4840654
200,0.861238,0.6489303,0.4659783,0.4851762
200,0.861239,0.6510778,0.468422,0.4870779
200,0.86124,0.6538445,0.4709044,0.4893858
200,0.861241,0.6566294,0.4726759,0.4923886
200,0.861242,0.6586073,0.4746233,0.4945751
200,0.861243,0.6667803,0.4833024,0.50194
200,0.861244,0.6661195,0.4823803,0.5015465
200,0.861245,0.6663844,0.4828706,0.5016113
200,0.861246,0.6679765,0.4836297,0.5034719
200,0.861247,0.6664962,0.4825124,0.5018934
200,0.861248,0.6674194,0.4831892,0.5030283
200,0.861249,0.6659972,0.4826944,0.501055
200,0.86125,0.6679346,0.4836436,0.5036491
200,0.861251,0.668432,0.4847348,0.5039407
200,0.861252,0.66585,0.4821407,0.5017565
200,0.861253,0.6657245,0.482234,0.5012067
200,0.861254,0.6650639,0.4818283,0.5002287
200,0.861255,0.6673961,0.4835941,0.5028744
200,0.861256,0.6707103,0.4864489,0.5062969
200,0.861257,0.6699303,0.4865592,0.5050309
200,0.861258,0.6699495,0.4862039,0.5047288
200,0.861259,0.6696811,0.4849673,0.5053744
200,0.86126,0.6693449,0.4853638,0.5043545
200,0.861261,0.6701966,0.485879,0.5055516
200,0.861262,0.6703005,0.486263,0.5054426
200,0.861263,0.6689922,0.4851518,0.5038443
200,0.861264,0.6699037,0.4859114,0.5053293
200,0.861265,0.6707782,0.4870019,0.5058494
200,0.861266,0.6717432,0.4877772,0.5073301
200,0.861267,0.6702671,0.4863011,0.5051722
200,0.861268,0.6696183,0.4858771,0.5048919
200,0.861269,0.6708382,0.4863293,0.506751
200,0.86127,0.670016,0.4853021,0.5057828
200,0.861271,0.6718825,0.4881629,0.5073342
200,0.861272,0.6708309,0.486401,0.5060063
200,0.861273,0.6704559,0.4866151,0.5057303
200,0.861274,0.6719088,0.4881356,0.5067093
200,0.861275,0.6714056,0.4879006,0.5064541
200,0.861276,0.6712461,0.4876593,0.5065171
200,0.861277,0.6715485,0.4873554,0.5074594
200,0.861278,0.6713219,0.4870308,0.5067625
200,0.861279,0.6699863,0.4854604,0.5054319
200,0.86128,0.6708988,0.4864785,0.5067135
200,0.861281,0.6695743,0.4858191,0.5047824
200,0.861282,0.6700486,0.4868185,0.5055218
200,0.861283,0.6706306,0.4862518,0.5062313
200,0.861284,0.6697971,0.4854165,0.5054922
200,0.861285,0.6707492,0.4866634,0.5063599
200,0.861286,0.6712984,0.4873355,0.5062814
200,0.861287,0.6713839,0.4874189,0.5061798
200,0.861288,0.6709879,0.4866539,0.5064203
200,0.861289,0.6706999,0.486266,0.5067108
200,0.86129,0.6687535,0.4850157,0.5042218
200,0.861291,0.6688102,0.4853137,0.5039323
200,0.861292,0.6650987,0.4814145,0.5004884
200,0.861293,0.6647057,0.4812874,0.5006354
200,0.861294,0.6642679,0.4809741,0.4993361
200,0.861295,0.6651981,0.4813736,0.5003972
200,0.861296,0.6660944,0.4821676,0.5014804
200,0.861297,0.6679593,0.4841581,0.5030793
200,0.861298,0.6659076,0.4820576,0.5014226
200,0.861299,0.6670992,0.4825139,0.5027583
200,0.8613,0.66676,0.4830368,0.5020922
200,0.861301,0.6672437,0.4832399,0.5026151
200,0.861302,0.6637799,0.4794188,0.4995449
200,0.861303,0.6626494,0.4792773,0.4982033
200,0.861304,0.6591597,0.4756432,0.494511
200,0.861305,0.6584241,0.4747527,0.4945234
200,0.861306,0.6534674,0.47005,0.489687
200,0.861307,0.6530859,0.4698437,0.4889445
200,0.861308,0.6534464,0.4697951,0.4895855
200,0.861309,0.6533947,0.4699412,0.4898373
200,0.86131,0.654838,0.471939,0.4904106
200,0.861311,0.6550672,0.4713693,0.491295
200,0.861312,0.6574073,0.4746668,0.4928888
200,0.861313,0.6576412,0.4743782,0.493376
200,0.861314,0.6602224,0.4767485,0.4960019
200,0.861315,0.6599134,0.4763081,0.4953883
200,0.861316,0.659269,0.4763153,0.4949568
200,0.861317,0.6581393,0.4743814,0.494222
200,0.861318,0.6573884,0.4744841,0.4931494
200,0.861319,0.6560427,0.4731423,0.4916219
200,0.86132,0.6554296,0.4718933,0.4910728
200,0.861321,0.651404,0.4682115,0.4874868
200,0.861322,0.6538348,0.4702978,0.4897787
200,0.861323,0.6571825,0.4737125,0.4928793
200,0.861324,0.6589699,0.4754326,0.4945114
200,0.861325,0.6625477,0.4784852,0.4982855
200,0.861326,0.664367,0.4800821,0.5003734
200,0.861327,0.6693717,0.4854287,0.5047257
200,0.861328,0.6700692,0.4860471,0.5053565
200,0.861329,0.6706446,0.4869857,0.5058688
200,0.86133,0.6722279,0.4878398,0.5074526
200,0.861331,0.6712954,0.4876569,0.5070047
200,0.861332,0.6708512,0.4868996,0.5063917
200,0.861333,0.6716846,0.4872146,0.5075183
200,0.861334,0.6728097,0.4886383,0.5082841
200,0.861335,0.675085,0.4904069,0.5105831
200,0.861336,0.6746735,0.4910975,0.5099417
200,0.861337,0.6789463,0.4946473,0.5146859
200,0.861338,0.6784735,0.4938224,0.5142942
200,0.861339,0.6851556,0.5011634,0.5203142
200,0.86134,0.6913898,0.5070059,0.5265076
200,0.861341,0.7176119,0.5335178,0.552373
200,0.861342,0.7161165,0.531351,0.551934
200,0.861343,0.7171507,0.5331083,0.5525583
200,0.861344,0.717566,0.5335549,0.5526237
200,0.861345,0.7173139,0.5331256,0.5530189
200,0.861346,0.7178208,0.5332539,0.5532755
200,0.861347,0.7177568,0.5333213,0.5529871
200,0.861348,0.7177986,0.5342022,0.5524244
200,0.861349,0.7178958,0.5335955,0.553265
200,0.86135,0.7187804,0.5346608,0.5543057
200,0.861351,0.7200274,0.5357606,0.5555615
200,0.861352,0.7188583,0.5348253,0.5535462
200,0.861353,0.7242498,0.5400204,0.5595292
200,0.861354,0.7227872,0.5391187,0.5582722
200,0.861355,0.7344296,0.5511419,0.5703439
200,0.861356,0.7342599,0.5505248,0.570354
200,0.861357,0.7344214,0.5510406,0.5704221
200,0.861358,0.7347396,0.5512486,0.5709372
200,0.861359,0.7350371,0.5517067,0.5710709
200,0.86136,0.7340245,0.5511179,0.5699583
200,0.861361,0.7337035,0.5505697,0.5693957
200,0.861362,0.7349193,0.5511729,0.5709613
200,0.861363,0.7354747,0.5524697,0.5710194
200,0.861364,0.7339128,0.5498401,0.5702981
200,0.861365,0.7335953,0.5501702,0.5691713
200,0.861366,0.7344628,0.550572,0.570604
200,0.861367,0.7348843,0.551558,0.5708888
200,0.861368,0.7343148,0.5503736,0.5706043
200,0.861369,0.7337773,0.5503166,0.569582
200,0.86137,0.7349268,0.5513523,0.5707598
200,0.861371,0.7345949,0.5514759,0.5703697
200,0.861372,0.7347276,0.5516835,0.5702223
200,0.861373,0.7355979,0.5522168,0.5717305
200,0.861374,0.7356146,0.552611,0.5710965
200,0.861375,0.7349569,0.5514837,0.5707939
200,0.861376,0.7355136,0.5522107,0.5712556
200,0.861377,0.7345512,0.5507936,0.5706284
200,0.861378,0.7346561,0.5510046,0.5708983
200,0.861379,0.7352719,0.5521215,0.5714674
200,0.86138,0.7349175,0.5515105,0.5709337
200,0.861381,0.7358676,0.5522407,0.5719882
200,0.861382,0.7343535,0.5509817,0.5705106
200,0.861383,0.7346286,0.5511992,0.5706635
200,0.861384,0.7348476,0.5516475,0.5707911
200,0.861385,0.7351171,0.5527075,0.5705733
200,0.861386,0.7360358,0.5524388,0.5720759
200,0.861387,0.734635,0.5513572,0.5704013
200,0.861388,0.7347005,0.5512863,0.5703823
200,0.861389,0.735529,0.5525963,0.5709388
200,0.86139,0.7357482,0.5524047,0.5721715
200,0.861391,0.7351604,0.5515728,0.57152
200,0.861392,0.7356568,0.5520254,0.5713837
200,0.861393,0.7351266,0.5512809,0.5714321
200,0.861394,0.7360893,0.552554,0.5715817
200,0.861395,0.7369427,0.5536094,0.5729442
200,0.861396,0.7358652,0.5531117,0.5712689
200,0.861397,0.7360644,0.5523277,0.5723751
200,0.861398,0.7368599,0.5538298,0.5730533
200,0.861399,0.7370908,0.5543244,0.5722909
200,0.8614,0.7365706,0.5535625,0.5733451
200,0.861401,0.7357856,0.5524851,0.5717347
200,0.861402,0.7365886,0.5529676,0.5731621
200,0.861403,0.7366774,0.5530296,0.5732452
200,0.861404,0.7367029,0.5532843,0.5724204
200,0.861405,0.7368575,0.5538403,0.5727152
200,0.861406,0.7375792,0.5539903,0.5735552
200,0.861407,0.7371209,0.553991,0.5726941
200,0.861408,0.7382744,0.5547476,0.5746361
200,0.861409,0.7378465,0.5547217,0.5738546
200,0.86141,0.7386561,0.5554635,0.5748584
200,0.861411,0.7386973,0.5554754,0.5748617
200,0.861412,0.739149,0.5561949,0.5752332
200,0.861413,0.7390586,0.5557869,0.5759344
200,0.861414,0.7398042,0.5564672,0.5762299
200,0.861415,0.7398539,0.5560847,0.5762375
200,0.861416,0.7387927,0.5556798,0.5746832
200,0.861417,0.7390944,0.5558999,0.575655
200,0.861418,0.7394379,0.5562393,0.5755835
200,0.861419,0.7391794,0.5564752,0.575068
200,0.86142,0.7406066,0.5580125,0.5768482
200,0.861421,0.7405873,0.5576551,0.5761731
200,0.861422,0.7407775,0.5581097,0.5767649
200,0.861423,0.7415,0.5583489,0.5780401
200,0.861424,0.7416594,0.558151,0.5784061
200,0.861425,0.7426818,0.5599213,0.5792284
200,0.861426,0.7439604,0.5608947,0.5803106
200,0.861427,0.7433257,0.5599296,0.5795621
200,0.861428,0.7423815,0.5591932,0.5790778
200,0.861429,0.742632,0.5595874,0.5786521
200,0.86143,0.7431451,0.56092,0.5794747
200,0.861431,0.7438481,0.5609493,0.5802071
200,0.861432,0.7444678,0.5614135,0.5809415
200,0.861433,0.7438292,0.5604322,0.5807214
200,0.861434,0.7446511,0.5617823,0.5808725
200,0.861435,0.7449511,0.5622361,0.5815529
200,0.861436,0.7443262,0.5617095,0.5807715
200,0.861437,0.7460821,0.563094,0.583023
200,0.861438,0.7461934,0.5631627,0.5832529
200,0.861439,0.747302,0.5647494,0.5837373
200,0.86144,0.7495055,0.5668005,0.5866467
200,0.861441,0.7487092,0.5662823,0.5852184
200,0.861442,0.7486578,0.5662203,0.5855209
200,0.861443,0.7487437,0.5662026,0.585466
200,0.861444,0.748917,0.5663346,0.585747
200,0.861445,0.7489669,0.5660905,0.5854861
200,0.861446,0.748979,0.5664221,0.5858126
200,0.861447,0.7484594,0.5661825,0.5850604
200,0.861448,0.7479364,0.5654385,0.5849607
200,0.861449,0.7494075,0.5662637,0.5863764
200,0.86145,0.7496934,0.5675198,0.5865047
200,0.861451,0.7489645,0.5662168,0.5854269
200,0.861452,0.7504467,0.5682653,0.5870145
200,0.861453,0.754023,0.5720505,0.5904906
200,0.861454,0.753309,0.5715329,0.5902189
200,0.861455,0.7532884,0.5714681,0.5899837
200,0.861456,0.7533043,0.571087,0.5904648
200,0.861457,0.753251,0.5710881,0.5902206
200,0.861458,0.754205,0.5721518,0.5910896
200,0.861459,0.7537563,0.5714695,0.5909555
200,0.86146,0.7525852,0.570415,0.5896712
200,0.861461,0.7542365,0.5712598,0.5917593
200,0.861462,0.753221,0.5706393,0.5904276
200,0.861463,0.7530807,0.5714173,0.5900268
200,0.861464,0.7523678,0.5704903,0.5887455
200,0.861465,0.752614,0.5701398,0.5897996
200,0.861466,0.7535495,0.5711568,0.5908987
200,0.861467,0.7542627,0.5720173,0.5912895
200,0.861468,0.7539443,0.5721901,0.5908269
200,0.861469,0.7547871,0.5727962,0.5916528
200,0.86147,0.753197,0.5710873,0.5900139
200,0.861471,0.7537063,0.5719965,0.5907453
200,0.861472,0.7526134,0.5704221,0.5895134
200,0.861473,0.7518917,0.5699326,0.5890294
200,0.861474,0.7545008,0.5719768,0.5918696
200,0.861475,0.7526833,0.5705324,0.5901932
200,0.861476,0.7528658,0.5704963,0.5898572
200,0.861477,0.7520517,0.5695288,0.5894518
200,0.861478,0.7535895,0.5712111,0.5909526
200,0.861479,0.7542239,0.5714606,0.5914676
200,0.86148,0.7534584,0.5708647,0.5911021
200,0.861481,0.7538774,0.5714989,0.5908781
200,0.861482,0.7547948,0.5724141,0.5917177
200,0.861483,0.7540618,0.5722614,0.5913309
200,0.861484,0.7542042,0.5717979,0.5917829
200,0.861485,0.7534384,0.5720958,0.5900158
200,0.861486,0.7537363,0.5717832,0.5912162
200,0.861487,0.7523146,0.5701874,0.5892715
200,0.861488,0.7533374,0.5713918,0.5900555
200,0.861489,0.7525398,0.5709002,0.5896678
200,0.86149,0.7545852,0.5717091,0.5919856
200,0.861491,0.7538513,0.5720543,0.5904249
200,0.861492,0.7534182,0.5714154,0.5903763
200,0.861493,0.7537937,0.5709114,0.5914256
200,0.861494,0.7537609,0.5708569,0.5911321
200,0.861495,0.7543218,0.5716048,0.5917927
200,0.861496,0.7538227,0.5716607,0.5909302
200,0.861497,0.7533702,0.5714287,0.5902303
200,0.861498,0.7549338,0.5725876,0.5920548
200,0.861499,0.7525171,0.569891,0.5893168
200,0.8615,0.7543704,0.5722765,0.5913987
200,0.861501,0.7539848,0.5719649,0.5909944
200,0.861502,0.7528069,0.5703274,0.5896376
200,0.861503,0.7539747,0.5718642,0.5914374
200,0.861504,0.7538087,0.5719161,0.5910612
200,0.861505,0.7547563,0.5725282,0.5921931
200,0.861506,0.754139,0.5719857,0.5912046
200,0.861507,0.7537914,0.5715382,0.5901153
200,0.861508,0.75349,0.5713751,0.5909584
200,0.861509,0.7535584,0.5713475,0.5910354
200,0.86151,0.7543985,0.5723276,0.5913661
200,0.861511,0.7538033,0.5715289,0.590873
200,0.861512,0.7538032,0.5722092,0.5909669
200,0.861513,0.7560269,0.5742349,0.5930926
200,0.861514,0.753678,0.5715908,0.5903354
200,0.861515,0.7550961,0.5723369,0.592299
200,0.861516,0.7542566,0.5724445,0.591272
200,0.861517,0.7537328,0.5710537,0.5910843
200,0.861518,0.7547864,0.5730419,0.5913505
200,0.861519,0.7554289,0.5731816,0.5927868
200,0.86152,0.7547984,0.5726852,0.5921393
200,0.861521,0.7541143,0.5719857,0.5913596
200,0.861522,0.7557673,0.5739255,0.5931075
200,0.861523,0.7557602,0.574015,0.5928695
200,0.861524,0.7541561,0.5720849,0.5914359
200,0.861525,0.7540384,0.5719777,0.5910213
200,0.861526,0.7550699,0.573141,0.5922906
200,0.861527,0.7550487,0.5732229,0.5919304
200,0.861528,0.7546504,0.5732129,0.5913631
200,0.861529,0.7558684,0.5741426,0.5927558
200,0.86153,0.7551106,0.572481,0.5926351
200,0.861531,0.7550574,0.5727329,0.59214
200,0.861532,0.7541786,0.5720693,0.5914614
200,0.861533,0.7552426,0.5738215,0.5924831
200,0.861534,0.7553096,0.5733753,0.5920822
200,0.861535,0.7574193,0.575383,0.5954103
200,0.861536,0.757306,0.5756547,0.5946508
200,0.861537,0.7577241,0.5758659,0.5949688
200,0.861538,0.7576577,0.5754867,0.5947657
200,0.861539,0.7563937,0.5744595,0.5938783
200,0.86154,0.7559017,0.5734106,0.5937082
200,0.861541,0.756617,0.5748741,0.5937036
200,0.861542,0.7560639,0.5742096,0.593542
200,0.861543,0.7570856,0.5750847,0.5944441
200,0.861544,0.7571844,0.5753935,0.5943462
200,0.861545,0.7568485,0.5750671,0.5942268
200,0.861546,0.757455,0.5762242,0.5946852
200,0.861547,0.7567034,0.5750385,0.5940345
200,0.861548,0.7577434,0.575922,0.595744
200,0.861549,0.7572855,0.5752672,0.5944205
200,0.86155,0.7572598,0.575616,0.5946172
200,0.861551,0.7583873,0.5763454,0.5958413
200,0.861552,0.7573611,0.5752811,0.5948405
200,0.861553,0.7591988,0.5773857,0.5967312
200,0.861554,0.7585221,0.5772981,0.5957342
200,0.861555,0.7571007,0.5757114,0.5940067
200,0.861556,0.7577396,0.5763202,0.5950087
200,0.861557,0.7585178,0.57648,0.5958883
200,0.861558,0.7572881,0.5756901,0.5940682
200,0.861559,0.7577044,0.5760676,0.5950517
200,0.86156,0.7580513,0.5763574,0.5955551
200,0.861561,0.7580063,0.5766211,0.5953236
200,0.861562,0.7571823,0.575133,0.5944566
200,0.861563,0.7575769,0.5758307,0.5949701
200,0.861564,0.7577616,0.5758851,0.5952141
200,0.861565,0.7573505,0.5756987,0.595014
200,0.861566,0.7582855,0.576658,0.5957762
200,0.861567,0.7566105,0.5746791,0.5939496
200,0.861568,0.7584241,0.5770059,0.595545
200,0.861569,0.7575088,0.5763003,0.5943769
200,0.86157,0.757762,0.5756212,0.5950554
200,0.861571,0.7582006,0.5766893,0.5949876
200,0.861572,0.7587967,0.5773392,0.596185
200,0.861573,0.7566647,0.575174,0.5940988
200,0.861574,0.7574871,0.5759839,0.5944123
200,0.861575,0.7580954,0.5764488,0.5957331
200,0.861576,0.7581738,0.5758008,0.5955366
200,0.861577,0.7578116,0.5761537,0.5951402
200,0.861578,0.7573659,0.5755332,0.5947014
200,0.861579,0.7576619,0.575317,0.5952594
200,0.86158,0.7583433,0.5765248,0.5956746
200,0.861581,0.758551,0.5763456,0.5962403
200,0.861582,0.7578774,0.5756005,0.5955676
200,0.861583,0.7578074,0.5758382,0.5954245
200,0.861584,0.7584322,0.5763277,0.5953813
200,0.861585,0.7573963,0.575532,0.5948382
200,0.861586,0.7573382,0.5757784,0.5945771
200,0.861587,0.7574861,0.5758408,0.5947441
200,0.861588,0.7574623,0.5754329,0.5951018
200,0.861589,0.7569821,0.5753963,0.5946555
200,0.86159,0.7577242,0.5758365,0.5951316
200,0.861591,0.7573621,0.5759523,0.5942039
200,0.861592,0.7574299,0.5757244,0.5948206
200,0.861593,0.7579897,0.5762934,0.5954564
200,0.861594,0.7582657,0.5766555,0.5956332
200,0.861595,0.7586891,0.5767519,0.5961609
200,0.861596,0.7591241,0.577699,0.5970605
200,0.861597,0.7591091,0.5773436,0.59685
200,0.861598,0.7579958,0.5762222,0.5951404
200,0.861599,0.758785,0.5775828,0.5961628
200,0.8616,0.7577253,0.5766062,0.5945723
200,0.861601,0.7585361,0.576697,0.5959651
200,0.861602,0.7577043,0.5758851,0.5951764
200,0.861603,0.7575672,0.5760714,0.5947815
200,0.861604,0.7583733,0.577041,0.5959909
200,0.861605,0.7587873,0.5776201,0.5961575
200,0.861606,0.758816,0.5777141,0.5960691
200,0.861607,0.7595626,0.5783933,0.5973141
200,0.861608,0.7609403,0.5798329,0.5982086
200,0.861609,0.7606075,0.5791719,0.5983065
200,0.86161,0.7592932,0.5772168,0.5970794
200,0.861611,0.7591429,0.5780563,0.597087
200,0.861612,0.7606165,0.5792558,0.5981545
200,0.861613,0.7612434,0.5797595,0.5987664
200,0.861614,0.761406,0.5796198,0.599434
200,0.861615,0.7606633,0.5790738,0.5984611
200,0.861616,0.7611082,0.579867,0.5986475
200,0.861617,0.7609339,0.5798967,0.5986643
200,0.861618,0.7607313,0.5791346,0.5983204
200,0.861619,0.7610793,0.5793526,0.5986723
200,0.86162,0.7606062,0.5793386,0.5980173
200,0.861621,0.7626814,0.5816405,0.6004281
200,0.861622,0.7620342,0.5809189,0.5998931
200,0.861623,0.763485,0.582196,0.6014256
200,0.861624,0.7624334,0.5814536,0.5997522
200,0.861625,0.7633004,0.5820578,0.6011697
200,0.861626,0.7632397,0.5818072,0.6011082
200,0.861627,0.763616,0.5821706,0.601552
200,0.861628,0.7635149,0.582489,0.601499
200,0.861629,0.7639256,0.5826689,0.6019087
200,0.86163,0.7636606,0.5820574,0.6015953
200,0.861631,0.7634644,0.5821281,0.6012234
200,0.861632,0.7640084,0.58231,0.6017626
200,0.861633,0.7635637,0.58238,0.6014015
200,0.861634,0.7647469,0.5837187,0.6029716
200,0.861635,0.7637628,0.582714,0.6016323
200,0.861636,0.7653215,0.5836159,0.6031969
200,0.861637,0.7653869,0.5841407,0.6032121
200,0.861638,0.7638561,0.5830101,0.6016463
200,0.861639,0.7648425,0.5839138,0.6028616
200,0.86164,0.7647694,0.5837309,0.6026298
200,0.861641,0.7655525,0.5844677,0.6037378
200,0.861642,0.7653759,0.5845881,0.6032206
200,0.861643,0.7652622,0.584233,0.6033015
200,0.861644,0.7650384,0.5839966,0.6029714
200,0.861645,0.7642037,0.5827307,0.6023491
200,0.861646,0.7646817,0.5833673,0.6026346
200,0.861647,0.7653738,0.5846098,0.6031051
200,0.861648,0.7657222,0.5853536,0.6037183
200,0.861649,0.7655162,0.5845879,0.6035403
200,0.86165,0.765415,0.5846393,0.6038126
200,0.861651,0.7662503,0.5852707,0.604284
200,0.861652,0.765814,0.584659,0.603593
200,0.861653,0.7657449,0.5848682,0.6034699
200,0.861654,0.766409,0.5851677,0.6045525
200,0.861655,0.7655651,0.5845535,0.6034594
200,0.861656,0.7662689,0.5850434,0.6042293
200,0.861657,0.7659676,0.5851375,0.6038648
200,0.861658,0.7652251,0.5839094,0.6036258
200,0.861659,0.7658344,0.5852691,0.6035649
200,0.86166,0.7666351,0.5858902,0.6045617
200,0.861661,0.7658424,0.5849184,0.6042933
200,0.861662,0.7657235,0.5845956,0.6034164
200,0.861663,0.7659491,0.5847717,0.6039004
200,0.861664,0.7646582,0.5841488,0.6023708
200,0.861665,0.7660503,0.5856889,0.6038871
200,0.861666,0.7659959,0.5848467,0.6042971
200,0.861667,0.7662267,0.5855449,0.6043329
200,0.861668,0.7660901,0.5850196,0.6044634
200,0.861669,0.7654713,0.5850053,0.6029489
200,0.86167,0.766486,0.5859551,0.6049469
200,0.861671,0.76591,0.5849387,0.6041583
200,0.861672,0.7659562,0.5854287,0.603766
200,0.861673,0.7661158,0.5850588,0.6043593
200,0.861674,0.7658338,0.5848776,0.6038545
200,0.861675,0.7667078,0.586273,0.6048054
200,0.861676,0.7656649,0.5849562,0.6039469
200,0.861677,0.765466,0.5849193,0.6032699
200,0.861678,0.7659624,0.5848717,0.6042261
200,0.861679,0.7651253,0.5841068,0.6030952
200,0.86168,0.7659325,0.5852026,0.6035356
200,0.861681,0.7661792,0.5850513,0.6044113
200,0.861682,0.7655471,0.5844417,0.6037572
200,0.861683,0.7666824,0.5860192,0.6049095
200,0.861684,0.7671573,0.5862401,0.6054785
200,0.861685,0.7656842,0.5846792,0.6036171
200,0.861686,0.7658698,0.5849927,0.6036493
200,0.861687,0.7661332,0.5853504,0.6041409
200,0.861688,0.7667765,0.58568,0.6047711
200,0.861689,0.7662669,0.5849325,0.6044232
200,0.86169,0.7669853,0.5864011,0.6049912
