lambda,A_mean,A_std,A_count,A_se,chi,chi_se,chi_std,S1_mean,S1_std
0.8262999999999993,0.9488841401004792,0.0009334955616873,10000.0,9.334955616873316e-06,8.713268223603521e-07,1.2324270687856691e-08,1.2324270687856692e-06,0.0005822678565979,0.000114741131281
0.8263999999999992,0.9476290440130236,0.0008970855010676,10000.0,8.970855010676762e-06,8.046819198748167e-07,1.1381628047934729e-08,1.1381628047934729e-06,0.0005980709075927,0.0001168762346558
0.8264999999999992,0.946536474328041,0.0008943713879662,10000.0,8.943713879662431e-06,7.998201898562485e-07,1.1312862482794968e-08,1.131286248279497e-06,0.0006154576301574,0.0001235210780922
0.8265999999999992,0.9461422793944676,0.0008843181157358,10000.0,8.84318115735881e-06,7.819403279318848e-07,1.105996512104786e-08,1.105996512104786e-06,0.0006148222923278,0.0001190543897781
0.8266999999999992,0.9442034835640588,0.0009478677023795,10000.0,9.478677023795476e-06,8.98363336165886e-07,1.2706682090293569e-08,1.2706682090293568e-06,0.0006446527481079,0.0001278941908818
0.8267999999999992,0.9440485463984808,0.0009213124169147,10000.0,9.213124169147962e-06,8.48731687819182e-07,1.2004679295378508e-08,1.2004679295378509e-06,0.0006389850616455,0.0001239501036806
0.8268999999999992,0.9439235409323372,0.0009391425832113,10000.0,9.391425832113088e-06,8.819005928861756e-07,1.247382881646312e-08,1.2473828816463121e-06,0.0006423289299011,0.0001189347591488
0.8269999999999992,0.9436645134194692,0.001051953134889,10000.0,1.0519531348890518e-05,1.1064947375016845e-06,1.5650546167382366e-08,1.5650546167382366e-06,0.0006549250602722,0.0001251868341644
0.8270999999999992,0.9433951983849208,0.0010520593481322,10000.0,1.0520593481322754e-05,1.1067181890922484e-06,1.565370672488355e-08,1.5653706724883551e-06,0.0006522768974304,0.0001235892839792
0.8271999999999992,0.9431297612317404,0.0009453317054935,10000.0,9.453317054935622e-06,8.935626680806052e-07,1.2638780211736354e-08,1.2638780211736355e-06,0.0006521671295166,0.0001182379704468
0.8272999999999991,0.9427766862026852,0.000941013548782,10000.0,9.410135487820952e-06,8.854179484041325e-07,1.2523579199047791e-08,1.2523579199047792e-06,0.0006628059387207,0.0001281321241837
0.8273999999999991,0.942743595665296,0.0009071373712356,10000.0,9.07137371235671e-06,8.228159202872121e-07,1.1638120015029205e-08,1.1638120015029205e-06,0.0006658343315124,0.0001262123127282
0.8274999999999991,0.942488692032496,0.0010111908662975,10000.0,1.011190866297509e-05,1.0224047176654594e-06,1.4461155294688972e-08,1.4461155294688972e-06,0.0006681710243225,0.0001288196394807
0.8275999999999991,0.9423684116061528,0.000948656847298,10000.0,9.486568472980364e-06,8.998598187703877e-07,1.2727848731432329e-08,1.2727848731432328e-06,0.0006672147750854,0.0001251869382565
0.8276999999999991,0.942196309076945,0.0010504074473664,10000.0,1.0504074473664194e-05,1.103245469868952e-06,1.5604587691260462e-08,1.560458769126046e-06,0.0006663291931152,0.0001285684750956
0.8277999999999991,0.9421756280088424,0.0009574935037512,10000.0,9.574935037512095e-06,9.167021303158052e-07,1.2966070715882989e-08,1.2966070715882988e-06,0.0006824725151062,0.0001349705935757
0.8278999999999991,0.9419090039904914,0.0010201409078694,10000.0,1.0201409078694716e-05,1.0405834028892611e-06,1.4718279302015104e-08,1.4718279302015103e-06,0.0006714566230773,0.000129243241464
0.8279999999999991,0.94154585269928,0.001041872282983,10000.0,1.0418722829830778e-05,1.0853893041007368e-06,1.5352025491686538e-08,1.5352025491686538e-06,0.0006853515625,0.0001297146449176
0.8280999999999991,0.9417238650306065,0.0010606284457694,10000.0,1.0606284457694333e-05,1.1248202069769064e-06,1.5909746317824367e-08,1.5909746317824368e-06,0.0006769326210021,0.0001317045272664
0.828199999999999,0.9410587704102198,0.0010355152404993,10000.0,1.035515240499396e-05,1.07218458411662e-06,1.5165254533681415e-08,1.5165254533681416e-06,0.0006879971504211,0.0001372192845934
0.828299999999999,0.940595005071958,0.0010010282752328,10000.0,1.001028275232826e-05,1.0019574020470046e-06,1.4171943207395893e-08,1.4171943207395893e-06,0.0007037993431091,0.0001370992724134
0.828399999999999,0.9403787379614512,0.0010140894298175,10000.0,1.0140894298175242e-05,1.0282745339651456e-06,1.4544179489655228e-08,1.4544179489655228e-06,0.0006978008270263,0.0001319508625438
0.828499999999999,0.9396100364414852,0.000997351087727,10000.0,9.973510877270766e-06,9.946097212498728e-07,1.4068015720500177e-08,1.4068015720500177e-06,0.0007075938224792,0.0001451228884217
0.828599999999999,0.9390485120566684,0.0010010818513254,10000.0,1.0010818513254817e-05,1.0020646566966107e-06,1.4173460242788071e-08,1.417346024278807e-06,0.000723394203186,0.0001453382573908
0.828699999999999,0.9387489092810948,0.0010042286167461,10000.0,1.0042286167461294e-05,1.0083742673083762e-06,1.4262704998208878e-08,1.4262704998208878e-06,0.0007243847846984,0.0001353286106222
0.828799999999999,0.9380203838443756,0.0010628833041587,10000.0,1.0628833041587437e-05,1.129607945959954e-06,1.5977465336230063e-08,1.5977465336230064e-06,0.0007368819236755,0.0001477589234093
0.828899999999999,0.937480382906596,0.0011203236579253,10000.0,1.1203236579253723e-05,1.2549995861421692e-06,1.7751036941875716e-08,1.7751036941875716e-06,0.0007456394195556,0.0001398988702599
0.828999999999999,0.9372764061752954,0.0011769943886604,10000.0,1.17699438866041e-05,1.3851772596717993e-06,1.959230343680605e-08,1.9592303436806052e-06,0.0007410537719726,0.0001502512422873
0.829099999999999,0.9368635071468352,0.001264132698173,10000.0,1.264132698173046e-05,1.5978716756404054e-06,2.2600707964865386e-08,2.2600707964865384e-06,0.0007578369140625,0.0001575150480996
0.8291999999999989,0.9368394497569404,0.0011569760044513,10000.0,1.15697600445131e-05,1.338459615252141e-06,1.893151706625824e-08,1.893151706625824e-06,0.0007504480361938,0.000140697310845
0.8292999999999989,0.9364546759080886,0.0010530576695457,10000.0,1.0530576695457069e-05,1.10881956238984e-06,1.5683429088457153e-08,1.5683429088457153e-06,0.0007609440803527,0.0001546793818699
0.8293999999999989,0.9362495743497212,0.0011202073792192,10000.0,1.1202073792192072e-05,1.254739085965184e-06,1.7747352362907825e-08,1.7747352362907824e-06,0.0007736876487731,0.0001542098828918
0.8294999999999989,0.9357512180217108,0.001183546693591,10000.0,1.1835466935910545e-05,1.4006426976020947e-06,1.9811050573603764e-08,1.9811050573603765e-06,0.0007751460075378,0.0001450450872642
0.8295999999999989,0.9358179830710092,0.0009946601907317,10000.0,9.94660190731702e-06,9.892499601704683e-07,1.399220588043722e-08,1.399220588043722e-06,0.0007807341575622,0.0001556270265814
0.8296999999999989,0.9351439466174444,0.0011275989823353,10000.0,1.1275989823353326e-05,1.2713523167562355e-06,1.798233417549302e-08,1.798233417549302e-06,0.0007922074317932,0.0001515822644932
0.8297999999999989,0.934390868988037,0.0011468926034124,10000.0,1.1468926034124512e-05,1.3152311076902734e-06,1.8602967074082763e-08,1.8602967074082763e-06,0.0007907942771911,0.0001561081911522
0.8298999999999989,0.9340387697951,0.0010623743048705,10000.0,1.0623743048705767e-05,1.1285262996318934e-06,1.596216625084809e-08,1.596216625084809e-06,0.0007950348854064,0.0001541185359031
0.8299999999999988,0.9323923463010788,0.0011507468423583,10000.0,1.150746842358346e-05,1.3240858732777028e-06,1.8728211160081152e-08,1.8728211160081152e-06,0.0008428944587707,0.0001712390021984
0.8300999999999988,0.9314204750919342,0.0011389500309012,10000.0,1.1389500309012918e-05,1.2970774524445616e-06,1.8346197103876833e-08,1.8346197103876833e-06,0.0008452715873718,0.000164233588603
0.8301999999999988,0.9307436191813152,0.0012319140481734,10000.0,1.2319140481734256e-05,1.5174604607315343e-06,2.1463351063370275e-08,2.1463351063370274e-06,0.0008691868782043,0.0001684619825203
0.8302999999999988,0.9291954838371276,0.0012067133220444,10000.0,1.2067133220444416e-05,1.45601142587104e-06,2.0594200107500832e-08,2.0594200107500833e-06,0.0008917601585388,0.0001778119036902
0.8303999999999988,0.9286576977809272,0.0012887091812312,10000.0,1.2887091812312377e-05,1.6606052765100188e-06,2.348802815607032e-08,2.348802815607032e-06,0.0009003237724304,0.0001762422693913
