lambda,second_max_cluster_size_mean,second_max_cluster_size_std,third_max_cluster_size_mean,third_max_cluster_size_std,fourth_max_cluster_size_mean,fourth_max_cluster_size_std,fifth_max_cluster_size_mean,fifth_max_cluster_size_std
0.8579999999999984,0.0161339290618896,0.0043877058326075,0.0130831784248352,0.0029542020906844,0.0112129738807678,0.0022009372716025,0.0099251630783081,0.0017685182372806
0.8580999999999984,0.016286649608612,0.0043375650059867,0.0132850895881652,0.0029972851461502,0.0113960262298583,0.002268898107576,0.010063847541809,0.0018669167492704
0.8581999999999984,0.0162668136596679,0.0042745815948397,0.0132471963882446,0.0029787972251205,0.0114134205818176,0.0022971936584996,0.0100740216255187,0.001840829952205
0.8582999999999984,0.01661978225708,0.004476605948522,0.0135018404960632,0.0030593845940646,0.0115475252151489,0.0023568059155807,0.0101577007293701,0.0019249260534261
0.8583999999999984,0.0162913332939147,0.0043239798016567,0.0132732879638671,0.003008251562954,0.011393445110321,0.0023259252510617,0.0100443481445312,0.0018641595176055
0.8584999999999984,0.0167967628479003,0.004481534970925,0.0135907890319824,0.0031103387729036,0.0116336027145385,0.0023603455081129,0.0102469564437866,0.0019127275947708
0.8585999999999984,0.0165659660339355,0.0044623991775141,0.013459642791748,0.0030410821897024,0.0115689447402954,0.0023228234232689,0.0101943087577819,0.0018803534134135
0.8586999999999984,0.0172069461822509,0.0046367049256413,0.0139447140693664,0.0031348895557882,0.011921282672882,0.0023880919396614,0.0104532514572143,0.0019163090547601
0.8587999999999983,0.0179310034751892,0.0048648972673422,0.0144633915901184,0.003285022297231,0.0123220476150512,0.0024898654889103,0.0107752167701721,0.0019772411239151
0.8588999999999983,0.0183975440979003,0.005097330124126,0.0148109411239624,0.0034209690817733,0.0126094686508178,0.0026607481349961,0.0110270613670349,0.0021231983091575
0.8589999999999983,0.0193710245132446,0.0054618583195528,0.0153562005996704,0.0035828706873923,0.0129886769294738,0.0026671374093486,0.0113456621170043,0.0021291674702199
0.8590999999999983,0.0200712942123413,0.0057285824506547,0.0159253035545349,0.0038072658955109,0.013395332622528,0.0028312143731575,0.0116396033287048,0.0022899457744479
0.8591999999999983,0.019519516468048,0.005339916824962,0.0155615022659301,0.0035886495918347,0.0131996795654296,0.0027443916447814,0.0115312821388244,0.0022043110493589
0.8592999999999983,0.0201985372543334,0.0057892559088461,0.0160536819458007,0.0038259339162767,0.0135541536331176,0.0028584176566162,0.0117888617515563,0.0022689976307633
0.8593999999999983,0.0211266310691833,0.0059251894266317,0.016717098903656,0.0039129507699307,0.0140195649147033,0.0029314261797114,0.0121103476524353,0.0023060280853186
0.8594999999999983,0.0223948096275329,0.0066438435948593,0.0174731204986572,0.0042541020143117,0.0145821690559387,0.0031702348456189,0.0125645228385925,0.0024777999682883
0.8595999999999983,0.0248738487243652,0.0076224119570724,0.0192132346153259,0.0048974352289552,0.0157793892860412,0.0036033137703691,0.0134636017799377,0.0028322600437646
0.8596999999999982,0.0282926002502441,0.0087504574888623,0.0212907039642334,0.0055171255697013,0.0171910384178161,0.0039768407239624,0.0144903829574584,0.0031173717957296
0.8597999999999982,0.031765982723236,0.0101657028666534,0.0234233242988586,0.0064083400259237,0.018514654636383,0.0045344278760878,0.0153585174560546,0.0035421128162938
0.8598999999999982,0.0328596727371215,0.0105630601998438,0.0239552227973938,0.0064439817831815,0.0190807063102722,0.0046840148889409,0.0156955766677856,0.0036168035780759
0.8599999999999982,0.0337448622703552,0.0110194422248844,0.0244572346687316,0.0067915151157946,0.0192667153358459,0.0047782837276683,0.0159178479194641,0.0037723830279692
0.8600999999999982,0.034419320487976,0.0111685027247413,0.0248371520996093,0.0067936514234744,0.0194979062080383,0.0048378436632329,0.0160560214042663,0.0037806535206129
0.8601999999999982,0.0373355044364929,0.0125677398329425,0.0262216588020324,0.0076388172459914,0.0201924578666687,0.005488567810061,0.01640279006958,0.0042471914192122
0.8602999999999982,0.0430974666595459,0.0154428270850795,0.0288531935691833,0.0093361627129332,0.0213191815376281,0.0065261996090106,0.0167827090263366,0.0050274005822773
0.8603999999999982,0.048441855430603,0.0197221542950008,0.0298927154541015,0.0113893292413376,0.0212570531845092,0.0078987750697258,0.0162463239669799,0.0060017158562818
0.8604999999999982,0.0512990061759948,0.0247668673881017,0.0294130092620849,0.0142570798508068,0.0197898490905761,0.0095483282064777,0.0145091183662414,0.006926507579272
0.8605999999999981,0.0478704469680786,0.0298105928878586,0.0245352746963501,0.0156465436297185,0.0155121417999267,0.0096437532495028,0.0110483013153076,0.0064896641081916
0.8606999999999981,0.0412446405410766,0.0329194802019656,0.0192186045646667,0.0154343494712292,0.0118097298622131,0.0089591693830928,0.0083292859077453,0.0058501278347533
